"","variable_num","variable","numbers","full_variable"
"5950",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Displacement routes"
"5951",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"5952",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"5953",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Travel group composition"
"5954",NA,"stop_points_location.ber_al_hulo_al_wardeyyeh","0","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"5955",NA,"stop_points_loc_district.afrin","0","Location of Interview"
"5956",NA,"stop_points_loc_district.afrin","0","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"5957",NA,"stop_points_loc_district.afrin","0","Travel across the border"
"5958",NA,"stop_points_loc_district.afrin","0","If there are unaccompanied or separated children in the travel group, how many?"
"5959",NA,"stop_points_loc_district.afrin","0","Proportion of Kis reporting each intention for their travel group in the next two days"
"5960",NA,"stop_points_loc_district.afrin","0","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"5961",NA,"stop_points_loc_district.afrin","0","Questionnaire"
"5962",NA,"stop_points_loc_district.afrin","0","Proportion of Kis reporting that travel group members left family members behind"
"5963",NA,"stop_points_loc_district.afrin","0","Proportion of Kis reporting pregnant or lactating women in the travel group"
"5964",NA,"stop_points_loc_district.afrin","0","Intentions in the next two days"
"5965",NA,"stop_points_loc_district.afrin","0","If there are pregnant or lactating women in the travel group, how many?"
"5966",NA,"stop_points_loc_district.afrin","0","If there are physically disabled people in the travel group, how many?"
"5967",NA,"stop_points_loc_district.afrin","0","Proportion of Kis reporting that members of the travel group were already living in displacement"
"5968",NA,"stop_points_loc_district.afrin","0","Key Informant (KI) Demographics"
"5969",NA,"stop_points_loc_district.afrin","0",NA
"5970",NA,"stop_points_loc_district.afrin","0","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"5971",NA,"stop_points_loc_district.afrin","0","Gender of KI"
"5972",NA,"stop_points_loc_district.afrin","0","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"5973",NA,"stop_points_loc_district.afrin","0","When did travel groups leave the location from which they travelled?"
"5974",NA,"stop_points_loc_district.afrin","0","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"5975",NA,"stop_points_loc_district.afrin","0","Proportion of Kis reporting physically disabled people in the travel group"
"5976",NA,"stop_points_loc_district.afrin","0","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"5977",NA,"stop_points_loc_district.afrin","0","How many people are in travel groups?"
"5978",NA,"stop_points_loc_district.afrin","0","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"5979",NA,"stop_points_loc_district.afrin","0","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"5980",NA,"stop_points_loc_district.afrin","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"5981",NA,"stop_points_loc_district.afrin","0","Location and time of displacement"
"5982",NA,"stop_points_loc_district.afrin","0","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"5983",NA,"stop_points_loc_district.afrin","0","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"5984",NA,"stop_points_loc_district.afrin","0","Issues encountered during displacement"
"5985",NA,"stop_points_loc_district.afrin","0","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"5986",NA,"stop_points_loc_district.afrin","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"5987",NA,"stop_points_loc_district.afrin","0","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"5988",NA,"stop_points_loc_district.afrin","0","Priority needs"
"5989",NA,"stop_points_loc_district.afrin","0","Intentions in the next two weeks"
"5990",NA,"stop_points_loc_district.afrin","0","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"5991",NA,"stop_points_loc_district.afrin","0","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"5992",NA,"stop_points_loc_district.afrin","0","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"5993",NA,"stop_points_loc_district.afrin","0","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"5994",NA,"stop_points_loc_district.afrin","0","Displacement routes"
"5995",NA,"stop_points_loc_district.afrin","0","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"5996",NA,"stop_points_loc_district.afrin","0","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"5997",NA,"stop_points_loc_district.afrin","0","Travel group composition"
"5998",NA,"stop_points_loc_district.afrin","0","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"5999",NA,"stop_points_location.darbasiyah","0","Location of Interview"
"6000",NA,"stop_points_location.darbasiyah","0","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"6001",NA,"stop_points_location.darbasiyah","0","Travel across the border"
"6002",NA,"stop_points_location.darbasiyah","0","If there are unaccompanied or separated children in the travel group, how many?"
"6003",NA,"stop_points_location.darbasiyah","0","Proportion of Kis reporting each intention for their travel group in the next two days"
"6004",NA,"stop_points_location.darbasiyah","0","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"6005",NA,"stop_points_location.darbasiyah","0","Questionnaire"
"6006",NA,"stop_points_location.darbasiyah","0","Proportion of Kis reporting that travel group members left family members behind"
"6007",NA,"stop_points_location.darbasiyah","0","Proportion of Kis reporting pregnant or lactating women in the travel group"
"6008",NA,"stop_points_location.darbasiyah","0","Intentions in the next two days"
"6009",NA,"stop_points_location.darbasiyah","0","If there are pregnant or lactating women in the travel group, how many?"
"6010",NA,"stop_points_location.darbasiyah","0","If there are physically disabled people in the travel group, how many?"
"6011",NA,"stop_points_location.darbasiyah","0","Proportion of Kis reporting that members of the travel group were already living in displacement"
"6012",NA,"stop_points_location.darbasiyah","0","Key Informant (KI) Demographics"
"6013",NA,"stop_points_location.darbasiyah","0",NA
"6014",NA,"stop_points_location.darbasiyah","0","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"6015",NA,"stop_points_location.darbasiyah","0","Gender of KI"
"6016",NA,"stop_points_location.darbasiyah","0","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"6017",NA,"stop_points_location.darbasiyah","0","When did travel groups leave the location from which they travelled?"
"6018",NA,"stop_points_location.darbasiyah","0","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"6019",NA,"stop_points_location.darbasiyah","0","Proportion of Kis reporting physically disabled people in the travel group"
"6020",NA,"stop_points_location.darbasiyah","0","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"6021",NA,"stop_points_location.darbasiyah","0","How many people are in travel groups?"
"6022",NA,"stop_points_location.darbasiyah","0","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"6023",NA,"stop_points_location.darbasiyah","0","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"6024",NA,"stop_points_location.darbasiyah","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"6025",NA,"stop_points_location.darbasiyah","0","Location and time of displacement"
